upMH,SUM_Area
JQE6155083,356.9438705
JQE6155084,715.2141702
JQE6155085,674.4594127
JQE6155086,125.7041972
JQE6155087,
JQE6155088,200.5884081
JQE6155089,342.3143458
JQE6155090,278.9524916
JQE6155091,386.192292
JQE6155092,437.8805178
JQE6155093,360.6154351
JQE6155094,403.6209485
JQE6155095,246.8283172
JQE6155096,405.0576681
JQE6155097,246.5401041
JQE6155098,160.1371926
JQE6155099,149.7080676
JQE6155053,144.0229369
JQE6156002,366.7840196
JQE6156003,
JQE6156004,
JQE6156005,97.49299377
JQE6156006,222.6051993
JQE6156007,302.862646
JQE6156008,283.2424895
JQE6156009,223.3805148
JQE6156010,178.174119
JQE6156011,171.6638928
JQE6156012,62.94403937
JQE6156013,436.6254219
JQE6156014,46.59045491
JQE6156015,209.4117985
JQE6156016,330.7338433
JQE6156017,325.917483
JQE6156018,130.188987
JQE6156019,654.7596866
JQE6156020,619.1509228
JQE6156021,126.6648217
JQE6156022,356.8881533
JQE6156023,701.3384705
JQE6156024,
JQE6156025,292.7165713
JQE6156026,786.3911786
JQE6156027,735.7936775
JQE6156028,368.0872549
JQE6156029,103.5822459
JQE6156030,1904.51143
JQE6156031,79.76902031
JQE6156032,
JQE6156033,133.2980776
JQE6156034,35.53072464
JQE6156035,233.2154009
JQE6156036,151.3193852
JQE6156037,135.448297
JQE6156038,547.9835626
JQE6156039,188.0368568
JQE6156040,
JQE6156041,
JQE6156042,134.0450472
JQE6156043,58.08386753
JQE6156044,600.9638472
JQE6156045,409.8021218
JQE6156047,454.065349
JQE6156048,531.6554997
JQE6156049,464.692006
JQE6156050,996.9076605
JQE6156051,138.3739297
JQE6156052,229.3444304
JQE6156053,300.4311677
JQE6156054,204.6666711
JQE6156055,85.30487809
JQE6156056,377.6301313
JQE6156057,
JQE6156058,325.4174656
JQE6156059,163.616947
JQE6156060,475.6685288
JQE6156061,180.9329217
JQE6156062,546.0611631
JQE6156063,97.36443465
JQE6156064,445.7711465
JQE6156065,
JQE6156066,3.602448191
JQE6156067,
JQE6156068,442.734614
JQE6156069,593.3272627
JQE6156070,204.0283588
JQE6156071,178.0842086
JQE6156072,68.67182945
JQE6156073,183.6117324
JQE6156074,
JQE6156075,601.3965197
JQE6156076,313.9176149
JQE6156077,138.1526974
JQE6156078,590.692164
JQE6156079,421.1805215
JQE6156080,967.4118048
JQE6156081,457.027179
JQE6156082,335.5203365
JQE6156083,208.9657054
JQE6156084,1076.17158
JQE6156085,471.9405071
JQE6156086,307.7584769
JQE6156087,308.2397124
JQE6156088,274.5488135
JQE6156089,315.6408136
JQE6156090,330.9444297
JQE6156091,272.6510277
JQE6156092,
JQE6156093,75.65706785
JQE6156094,150.2938295
JQE6156095,304.4932564
JQE6156096,341.5048817
JQE6156097,331.7365333
JQE6156098,443.9857925
JQE6156099,295.9051291
JQE6156100,245.9153338
JQE6156101,40.59278312
JQE6156102,
JQE6156103,75.70867003
JQE6156104,
JQE6156105,84.70438802
JQE6156106,15.14642689
JQE6156107,1249.967676
JQE6156108,192.4623982
JQE6156109,376.2064784
JQE6156110,591.210533
JQE6156111,379.3224715
JQE6156112,398.6296619
JQE6156113,294.3439021
JQE6156114,507.4468383
JQE6156115,370.752514
JQE6156116,287.5470774
JQE6156117,160.3339541
JQE6156118,89.27724217
JQE6156119,213.1695826
JQE6156120,428.5410463
JQE6156121,242.1819533
JQE6156122,86.97954663
JQE6156123,
JQE6156124,
JQE6156125,286.727007
JQE6156126,
JQE6147001,666.0853042
JQE6157001,232.0672721
JQE6157002,438.4212112
JQE6157003,452.6717414
JQE6157004,316.2934768
JQE6157005,272.6534485
JQE6157006,
JQE6157007,173.8890146
JQE6157008,438.5592389
JQE6157009,63.4722815
JQE6157010,642.0121903
JQE6157011,410.0185309
JQE6157012,441.2957362
JQE6157013,264.6357149
JQE6157014,193.0454549
JQE6157015,119.0806536
JQE6157016,399.4423272
JQE6157017,163.0777002
JQE6157018,251.9293102
JQE6157019,366.7757967
JQE6157020,386.5164083
JQE6157021,390.9586532
JQE6157022,113.5865084
JQE6157023,215.2840076
JQE6157024,93.50232549
JQE6157025,254.3466897
JQE6157026,168.8248595
JQE6157027,281.3715006
JQE6157028,224.3626174
JQE6157030,
JQE6157031,339.8771637
JQE6157032,641.8330845
JQE6157033,433.1729883
JQE6157034,426.3555583
JQE6157035,449.1829467
JQE6157036,400.0944904
JQE6157037,806.8120388
JQE6157038,160.5671618
JQE6157039,93.49124052
JQE6157040,199.2532877
JQE6157041,93.66715075
JQE6157042,475.5046104
JQE6157043,370.9460887
JQE6157044,479.6672296
JQE6157045,347.2300791
JQE6157046,291.9022955
JQE6157047,470.183236
JQE6157048,365.9035603
JQE6157049,206.254037
JQE6157050,324.677498
JQE6157051,87.64906874
JQE6157052,314.0750556
JQE6157053,145.0183359
JQE6157054,5.978428541
JQE6157055,
JQE6157056,101.7990395
JQE6157057,96.83181522
JQE6157058,
JQE6157059,244.2338582
JQE6157060,196.4506488
JQE6157061,281.7499137
JQE6157062,260.9038686
JQE6157063,210.2592446
JQE6157064,14.84024971
JQE6157065,364.4109552
JQE6157066,300.1775193
JQE6157067,100.0662083
JQE6157068,8.498378434
JQE6157069,92.25707637
JQE6157070,102.8384297
JQE6157071,224.8538736
JQE6157072,276.38315
JQE6157073,295.2225595
JQE6157074,503.7894402
JQE6157075,
JQE6157076,186.7065881
JQE6157077,448.8488824
JQE6157078,752.7100522
JQE6157079,323.2310843
JQE6157080,34.59852056
JQE6157081,
JQE6157082,
JQE6157083,140.7475393
JQE6157084,
JQE6157085,559.8506311
JQE6157086,540.4029355
JQE6157087,333.6950014
JQE6157088,282.5665204
JQE6157089,251.6112847
JQE6157090,567.5770862
JQE6157091,466.3163336
JQE6157092,318.5807245
JQE6157093,
JQE6160001,124.3388191
JQE6160002,339.3147255
JQE6160003,940.4241873
JQE6160004,303.2415451
JQE6160005,
JQE6160006,1168.414352
JQE6160007,317.0588051
JQE6160008,409.7469074
JQE6160009,282.9028558
JQE6160010,15.43996594
JQE6160011,571.093988
JQE6160012,119.7120481
JQE6160013,83.11960923
JQE6160014,821.3263677
JQE6160015,93.45907625
JQE6160016,122.4501508
JQE6160017,822.1749403
JQE6160018,236.7446343
JQE6160019,747.6982638
JQE6160020,638.5657881
JQE6160021,124.3591749
JQE6160022,496.3617964
JQE6160023,555.4655147
JQE6160024,695.9424833
JQE6160025,442.6452539
JQE6160026,575.5252752
JQE6160027,177.140426
JQE6160029,
JQE6160030,177.5258963
JQE6160031,339.2272711
JQE6160032,16.37107288
JQE6160033,
JQE6160034,
JQE6160035,364.0695007
JQE6160036,152.6388855
JQE6160037,141.1827181
JQE6160038,181.1293142
JQE6160039,724.3937189
JQE6160040,
JQE6160041,
JQE6160042,334.3787252
JQE6160043,176.445914
JQE6160044,137.1345002
JQE6160045,441.1177493
JQE6160046,963.4276225
JQE6160047,45.54455598
JQE6160048,472.654883
JQE6160049,951.9573257
JQE6160050,
JQE6160051,160.4740067
JQE6160052,
JQE6160053,3.872267551
JQE6160054,82.16150145
JQE6160055,
JQE6160056,828.9884646
JQE6160057,90.15205631
JQE6160058,216.8994383
JQE6160059,100.3155425
JQE6160060,268.0384981
JQE6160061,54.83149824
JQE6160062,
JQE6160063,
JQE6160064,822.0183781
JQE6160065,870.151306
JQE6160066,286.5652301
JQE6160067,101.307464
JQE6160068,326.8700577
JQE6160069,321.4373992
JQE6160070,
JQE6160071,12.73064194
JQE6160072,
JQE6160073,411.0070653
JQE6160074,2363.170591
JQE6160075,605.7402689
JQE6160076,327.1277605
JQE6160077,166.2687111
JQE6160078,289.6395061
JQE6160079,119.9015945
JQE6160080,78.63412476
JQE6160081,230.7143079
JQE6160082,248.3490548
JQE6160083,616.8731273
JQE6160084,176.8409233
JQE6160085,
JQE6160086,272.4414447
JQE6160087,223.4037134
JQE6160088,13.98941833
JQE6160089,88.09761297
JQE6160090,391.3622916
JQE6160091,577.5430014
JQE6160092,135.6643272
JQE6160093,78.56409821
JQE6160094,288.2541448
JQE6151027,253.6839302
JQE6161002,159.8127123
JQE6161003,64.87914681
JQE6161004,391.8831312
JQE6161005,355.0616715
JQE6161006,255.789915
JQE6161007,517.8774718
JQE6161008,1050.455441
JQE6161009,995.505829
JQE6161010,806.5569879
JQE6161011,88.69718667
JQE6161012,
JQE6161013,578.2965141
JQE6161014,1058.662711
JQE6161015,375.1823131
JQE6161016,1104.452895
JQE6161017,294.3955811
JQE6161018,170.632685
JQE6161019,287.2226643
JQE6161020,
JQE6161021,14.2169948
JQE6161022,513.1898607
JQE6161023,645.6520741
JQE6161024,102.6151058
JQE6161025,
JQE6161026,186.2244179
JQE6161027,103.0763171
JQE6161028,414.6439104
JQE6161029,98.84243253
JQE6161030,574.4585444
JQE6161031,301.0938669
JQE6161032,1134.908488
JQE6161033,542.3497772
JQE6161034,356.6355865
JQE6161035,1057.453697
JQE6161036,215.2559265
JQE6161037,
JQE6161038,320.261639
JQE6161039,386.1813356
JQE6161040,80.10771729
JQE6161041,257.0905858
JQE6161042,914.3365802
JQE6161043,297.9419972
JQE6161044,105.3578683
JQE6161045,303.7719506
JQE6161046,215.8582653
JQE6161047,1030.956928
JQE6161048,1255.13774
JQE6161049,119.7342863
JQE6161050,92.95988419
JQE6161051,
JQE6161052,242.8727053
JQE6161053,227.0149231
JQE6161054,381.8650165
JQE6161055,76.71140007
JQE6161056,555.646608
JQE6161057,128.7389557
JQE6161058,142.6232797
JQE6161059,125.6458226
JQE6161060,7.258369722
JQE6161061,232.0418853
JQE6161062,12.43992525
JQE6161063,133.8899568
JQE6161064,292.3513936
JQE6161065,164.7603644
JQE6161066,282.8764501
JQE6161067,428.1316712
JQE6161068,
JQE6161069,54.88540856
JQE6161070,1250.00854
JQE6161071,581.6009329
JQE6161072,5.609408877
JQE6161073,147.5648401
JQE6161074,385.4346954
JQE6161075,198.865372
JQE6161076,483.1793459
JQE6161077,
JQE6161078,274.8672443
JQE6161079,607.6272068
JQE6161080,324.8928727
JQE6161081,245.3149582
JQE6161082,139.3763054
JQE6161083,137.3765203
JQE6161084,256.3278621
JQE6161085,129.1457566
JQE6161086,207.5252525
JQE6161087,114.9285957
JQE6161088,363.6129695
JQE6161089,128.0255184
JQE6161090,550.150416
JQE6161091,269.2454469
JQE6161092,216.690333
JQE6161093,77.33323771
JQE6161094,136.3790754
JQE6161095,292.3624464
JQE6161096,
JQE6161097,441.970127
JQE6161098,107.3102155
JQE6161099,
JQE6161100,139.8192388
JQE6161101,114.3987427
JQE6161102,159.1058794
JQE6161103,
JQE6161104,316.3630474
JQE6161105,
JQE6161106,364.1505705
JQE6161107,579.9305794
JQE6152001,222.203081
JQE6162001,311.6252344
JQE6162002,371.7660879
JQE6162003,
JQE6162004,1343.347723
JQE6162005,3.395266329
JQE6162006,322.7288429
JQE6162007,308.2923049
JQE6162008,442.8905233
JQE6162009,194.3970511
JQE6162010,751.6348614
JQE6162011,209.1301292
JQE6162012,196.3197789
JQE6162013,341.8419436
JQE6162014,124.0405155
JQE6162015,
JQE6162016,670.3130523
JQE6162017,598.8322119
JQE6162018,390.8488102
JQE6162019,397.4597815
JQE6162020,187.4344496
JQE6162021,216.9809691
JQE6162022,955.0912325
JQE6162023,628.1094986
JQE6162024,272.1796278
JQE6162025,476.8423781
JQE6162026,709.9946646
JQE6162027,
JQE6162028,
JQE6162029,13.4470743
JQE6162030,
JQE6162031,
JQE6162032,474.8430497
JQE6162033,337.6356662
JQE6162034,762.7602459
JQE6162035,527.6425233
JQE6162036,105.2937345
JQE6162037,679.7404114
JQE6162038,100.7025259
JQE6162039,
JQE6162040,188.6249075
JQE6162041,163.7366656
JQE6162042,77.2308013
JQE6162043,141.8804313
JQE6162044,4.834921722
JQE6162045,
JQE6162046,45.68830168
JQE6162047,143.0677333
JQE6162048,
JQE6162049,410.3956226
JQE6162050,221.6916051
JQE6162051,6.156893103
JQE6162052,
JQE6162053,164.7754086
JQE6162054,461.6826656
JQE6162055,349.743872
JQE6162056,291.54322
JQE6162057,181.7977041
JQE6162058,330.1596759
JQE6162059,570.7757677
JQE6162060,92.94675819
JQE6162061,159.5746345
JQE6162062,62.89956213
JQE6162063,
JQE6162064,
JQE6162065,
JQE6162066,
JQE6162067,
JQE6162068,1239.109612
JQE6162069,
JQE6162070,33.24277227
JQE6162071,405.2552293
JQE6162072,284.7086879
JQE6162073,98.10220594
JQE6162074,13.9925935
JQE6162075,
JQE6162076,
JQE6162077,370.9576056
JQE6162078,280.0670222
JQE6162079,3.413756366
JQE6162080,325.9841503
JQE6162081,100.7526186
JQE6162082,779.7686317
JQE6162083,458.534412
JQE6162084,10.48828923
JQE6162085,
JQE6162086,561.2595703
JQE6162087,352.4759646
JQE6162088,609.5289275
JQE6162089,67.65923009
JQE6162090,678.4207716
JQE6162091,414.0947588
JQE6162092,1093.691306
JQE6162093,166.7909939
JQE6162094,
JQE6162095,
JQE6162096,37.76302451
JQE6163001,203.6836933
JQE6163002,100.1427278
JQE6163003,
JQE6163004,
JQE6163005,476.6941664
JQE6163006,642.8657199
JQE6163007,268.0613292
JQE6163008,220.2553213
JQE6163009,529.6726262
JQE6163010,624.0533772
JQE6163011,377.3465771
JQE6163012,56.34004027
JQE6163013,573.1279837
JQE6163014,495.7959333
JQE6163015,78.17621491
JQE6163016,147.2090527
JQE6163017,187.3911416
JQE6163018,2.014416643
JQE6163019,267.232565
JQE6163020,67.44048515
JQE6163021,417.100984
JQE6163022,308.5529942
JQE6163023,193.1522303
JQE6163024,
JQE6163025,
JQE6163026,99.46353389
JQE6163027,
JQE6163028,200.5381317
JQE6163029,422.734353
JQE6163030,66.4870163
JQE6163031,177.1116552
JQE6163032,182.5553559
JQE6163033,197.066701
JQE6163034,
JQE6163035,3.92517056
JQE6163036,76.45006901
JQE6163037,500.4977337
JQE6163038,151.9540354
JQE6163039,185.6033592
JQE6163040,130.6253099
JQE6163041,317.4557559
JQE6163042,112.007901
JQE6163043,178.6863452
JQE6163044,126.8226812
JQE6163045,236.6353021
JQE6163046,181.7531922
JQE6163047,199.4315199
JQE6163048,135.9131043
JQE6163049,75.34886708
JQE6163050,136.7767822
JQE6163051,294.6617121
JQE6163052,590.1964489
JQE6163053,448.8981451
JQE6163054,300.224449
JQE6163055,474.3334466
JQE6163056,210.4141047
JQE6163057,392.421098
JQE6163058,95.70780621
JQE6163059,547.3034166
JQE6163060,443.8389909
JQE6163061,221.5576969
JQE6163062,145.0469777
JQE6163063,117.3123032
JQE6163064,284.1872659
JQE6163065,279.2134436
JQE6163066,220.7527149
JQE6163067,
JQE6163068,122.7984688
JQE6163069,
JQE6163070,189.6156371
JQE6163071,281.5649111
JQE6163072,311.1505102
JQE6163073,251.7616607
JQE6163074,285.8476175
JQE6163075,311.1588061
JQE6163076,385.4074254
JQE6163077,158.564518
JQE6163078,
JQE6163079,
JQE6163080,11.55051196
JQE6163081,118.5747758
JQE6163082,66.45844918
JQE6163083,123.2233425
JQE6163084,
JQE6163085,171.9435313
JQE6163086,285.7345429
JQE6163087,232.0844783
JQE6163088,106.0572544
JQE6163089,235.690059
JQE6163090,234.6320468
JQE6163091,420.64822
JQE6163092,
JQE6163093,228.3543864
JQE6163094,250.2434211
JQE6163095,8.241836525
JQE6163096,161.2242573
JQE6163097,295.3652879
JQE6163098,329.7704343
JQE6163099,352.0891983
JQE6163100,245.3198128
JQE6163101,332.3953809
JQE6163102,151.0980974
JQE6163103,409.8383942
JQE6163104,149.6553133
JQE6163105,420.243932
JQE6163106,430.2183227
JQE6163107,619.078736
JQE6163108,274.167664
JQE6163109,535.6986346
JQE6163110,315.2350765
JQE6163111,240.4542587
JQE6163112,244.7281608
JQE6163113,17.65440727
JQE6163114,294.9741195
JQE6163115,56.92499183
JQE6163116,404.8148644
JQE6163117,503.9709254
JQE6163118,375.9811335
JQE6163119,193.2947653
JQE6163120,130.7338748
JQE6163121,240.5233207
JQE6163122,76.89151265
JQE6163123,296.1096879
JQE6163124,
JQE6163125,211.8213746
JQE6163126,612.8732967
JQE6163127,540.1452176
JQE6163128,298.0257345
JQE6163129,499.6426216
JQE6163130,109.0810846
JQE6163131,375.6996047
JQE6163132,391.9879911
JQE6163133,201.6693683
JQE6163134,149.5882298
JQE6163135,216.9087811
JQE6163136,196.9209179
JQE6163137,500.9486203
JQE6163138,230.502487
JQE6163139,404.7555596
JQE6163140,430.1319799
JQE6163141,266.8916388
JQE6163142,302.2008604
JQE6163143,360.6585934
JQE6163144,312.2060908
JQE6163145,173.3743046
JQE6163146,87.86361958
JQE6163147,203.6277955
JQE6163148,241.1760286
JQE6163149,238.5727541
JQE6163150,238.0054509
JQE6163151,235.5358451
JQE6163152,100.4540323
JQE6163153,358.6213312
JQE6163154,279.4286396
JQE6163155,124.9684588
JQE6163156,
JQE6163157,
JQE6163158,44.60688339
JQE6163159,
JQE6163160,
JQE6163161,
JQE6163162,
JQE6163163,
JQE6163164,180.8224264
JQE6163165,
JQE6163166,78.49319817
JQE6163167,81.74460484
JQE6163168,143.2597447
JQE6163169,
JQE6163170,
JQE6164001,
JQE6164002,321.5444895
JQE6164003,354.3301413
JQE6164004,
JQE6164005,
JQE6164006,427.000664
JQE6164007,315.9832694
JQE6164008,318.7051019
JQE6164009,389.2078194
JQE6164010,436.9991037
JQE6164011,94.81810673
JQE6164012,490.0420697
JQE6164013,271.2821005
JQE6164014,
JQE6164015,207.2934492
JQE6164016,258.5712743
JQE6164017,
JQE6164018,22.54555344
JQE6164019,852.7467727
JQE6164020,397.9724367
JQE6164021,232.5478687
JQE6164022,
JQE6164023,275.5495571
JQE6164024,7.742687598
JQE6164025,469.9581002
JQE6164026,601.4912889
JQE6164027,209.5733851
JQE6164028,647.0498207
JQE6164029,206.3040868
JQE6164030,593.1500079
JQE6164031,306.1357724
JQE6164032,293.5990241
JQE6164033,51.04996646
JQE6164034,120.7691393
JQE6164035,295.7638752
JQE6164036,571.9225487
JQE6164037,17.26506297
JQE6164038,
JQE6164039,57.42610285
JQE6164040,167.9903908
JQE6164041,251.0665739
JQE6164042,106.4390832
JQE6164043,219.2285555
JQE6164044,318.5608646
JQE6164045,418.5625757
JQE6164046,432.8525053
JQE6164047,545.7820576
JQE6164048,168.4554184
JQE6164049,
JQE6164050,252.6835787
JQE6164051,257.9784589
JQE6164052,148.6837692
JQE6164053,16.79220943
JQE6164054,
JQE6164055,3.791999784
JQE6164056,158.8113911
JQE6164057,73.38422176
JQE6164058,177.2462164
JQE6164059,6.849943371
JQE6164060,90.57904468
JQE6164061,319.5184152
JQE6164062,
JQE6164063,
JQE6164064,
JQE6164065,
JQE6164066,
JQE6164067,11.0502003
JQE6164068,40.46810506
JQE6164069,647.8134557
JQE6164070,69.11726145
JQE6164071,127.1050091
JQE6164072,804.5896331
JQE6164073,46.30874704
JQE6164074,544.0839792
JQE6164075,362.9063122
JQE6164076,177.2164334
JQE6164077,
JQE6164078,148.6165011
JQE6164079,628.2842186
JQE6164080,493.5697234
JQE6164081,588.1904303
JQE6164082,446.773759
JQE6164083,314.4777635
JQE6165001,339.8360772
JQE6165002,563.5822445
JQE6165003,324.3637569
JQE6165004,978.3239697
JQE6165005,439.1559439
JQE6165006,307.5065943
JQE6165007,329.3016262
JQE6165008,
JQE6165009,4.731512923
JQE6165010,64.97976174
JQE6165011,387.9710952
JQE6165012,775.4203923
JQE6165013,152.8431254
JQE6165014,287.3272356
JQE6165015,142.7235186
JQE6165016,1142.026712
JQE6165017,
JQE6165018,188.706443
JQE6165019,276.546072
JQE6165020,670.6143396
JQE6165021,
JQE6165022,555.2202569
JQE6165023,14.30855289
JQE6165024,62.2296906
JQE6165025,5.469738462
JQE6165026,741.4740685
JQE6165027,
JQE6165028,
JQE6165029,5.837358961
JQE6165030,520.4206476
JQE6165031,119.4833712
JQE6165032,81.73781315
JQE6165033,110.8099554
JQE6165034,480.2716747
JQE6165035,220.3384239
JQE6165036,163.1425794
JQE6165037,
JQE6165038,201.5749629
JQE6165039,423.3456881
JQE6165040,26.29349239
JQE6165041,158.1970719
JQE6165042,335.9581057
JQE6165043,212.7645022
JQE6165044,913.5536068
JQE6165045,224.5065567
JQE6165046,171.0000654
JQE6165047,199.644106
JQE6165048,119.964441
JQE6165049,441.4723746
JQE6165050,701.4658171
JQE6165051,434.1948402
JQE6165052,322.116261
JQE6165053,409.7195163
JQE6165054,357.8073269
JQE6165055,6.55753834
JQE6165056,7.565738681
JQE6165057,
JQE6165058,40.60140712
JQE6165059,751.7460766
JQE6165060,626.620976
JQE6165061,133.5392065
JQE6165062,259.1042748
JQE6165063,
JQE6165064,355.1536889
JQE6165065,17.32387492
JQE6165066,205.834655
JQE6165067,
JQE6165068,192.1318163
JQE6165069,191.6415712
JQE6165070,86.05259877
JQE6165071,122.8345114
JQE6165072,499.5537556
JQE6165073,756.5803495
JQE6165074,292.1110283
JQE6165075,133.8541877
JQE6165076,931.9215442
JQE6165077,113.1315381
JQE6165078,
JQE6165079,325.3356298
JQE6165080,198.1487697
JQE6165081,312.2156155
JQE6165082,9.293166293
JQE6165083,176.513337
JQE6165084,543.437961
JQE6165085,71.45009928
JQE6165086,103.8098415
JQE6165087,195.8077851
JQE6165088,164.863527
JQE6165089,120.1792781
JQE6165090,317.1579417
JQE6165091,
JQE6165092,
JQE6165093,
JQE6165094,261.0354762
JQE6165096,268.0748335
JQE6165097,323.9497948
JQE6165098,164.3776267
JQE6165099,169.7143438
JQE6165100,329.7341181
JQE6165101,
JQE6165102,1267.676172
JQE6165103,
JQE6165104,
JQE6165105,510.5231219
JQE6165106,227.0467442
JQE6165107,135.5392411
JQE6165108,
JQE6165109,292.7759098
JQE6165110,336.6340551
JQE6165111,508.5036206
JQE6165112,88.23747248
JQE6165113,
JQE6165114,149.5966339
JQE6165115,73.61347878
JQE6165116,720.3718957
JQE6165117,180.129004
JQE6165118,579.1159626
JQE6165119,83.67501964
JQE6165120,151.3743812
JQE6165121,199.5733581
JQE6165122,307.1178535
JQE6156001,1432.636508
JQE6165095,152.6959345
JQE6166001,300.467633
JQE6166002,171.5477128
JQE6166003,237.938503
JQE6166004,86.55325655
JQE6166005,308.7393528
JQE6166006,57.40910117
JQE6166007,213.8023459
JQE6166008,62.94550989
JQE6166009,245.1807661
JQE6166010,56.10308091
JQE6166011,
JQE6166012,79.09096359
JQE6166013,291.1613663
JQE6166014,728.4066834
JQE6166015,194.890633
JQE6166016,11.45641589
JQE6166017,227.0151492
JQE6166018,97.60576105
JQE6166019,43.53958149
JQE6166020,78.37157126
JQE6166021,276.634921
JQE6166022,152.5801257
JQE6166023,359.9747895
JQE6166024,
JQE6166025,102.7226284
JQE6166026,190.7494336
JQE6166027,584.7324828
JQE6166028,585.020003
JQE6166029,4.814644226
JQE6166030,319.8663715
JQE6166031,
JQE6166032,74.55966872
JQE6166034,618.0820708
JQE6166035,326.769399
JQE6166036,6.178718188
JQE6166037,92.42964681
JQE6166038,188.6235413
JQE6166039,456.666832
JQE6166040,66.86004288
JQE6166041,214.9715501
JQE6166042,358.5021516
JQE6166043,364.0082294
JQE6166044,505.8270031
JQE6166045,524.8727843
JQE6166046,137.1405017
JQE6166047,585.4988682
JQE6166048,667.2096793
JQE6166049,374.4693306
JQE6166050,35.15090279
JQE6166051,263.7597943
JQE6166052,471.061151
JQE6166053,483.338167
JQE6166054,174.1703097
JQE6166055,255.3380362
JQE6166056,183.0761058
JQE6166057,405.6592741
JQE6166058,264.0975203
JQE6166059,281.2263387
JQE6166060,427.0681418
JQE6166061,
JQE6166062,546.8255943
JQE6166063,192.0342605
JQE6166064,210.7677009
JQE6166065,
JQE6166066,769.8808548
JQE6166067,307.9956087
JQE6166068,171.7899983
JQE6166069,153.0262535
JQE6166070,72.22853557
JQE6166071,592.3564797
JQE6166072,614.5408992
JQE6166073,174.6139543
JQE6166074,208.7357694
JQE6166075,553.2917451
JQE6166076,287.1288299
JQE6166077,242.6265833
JQE6166078,377.1507516
JQE6166079,366.0150095
JQE6166080,303.0098705
JQE6166081,804.106584
JQE6166082,193.4840061
JQE6166083,194.864233
JQE6166084,130.7475391
JQE6166085,299.9123186
JQE6166086,306.2438761
JQE6166087,94.29372017
JQE6166088,277.1506526
JQE6166089,10.00118326
JQE6166090,582.5012902
JQE6166091,114.3225281
JQE6166092,168.1935381
JQE6166093,284.7130283
JQE6166094,106.7700018
JQE6166095,360.653415
JQE6166096,252.476656
JQE6166097,340.7418129
JQE6166098,471.85592
JQE6166099,598.3831649
JQE6166100,383.7097037
JQE6166101,80.96520681
JQE6166102,
JQE6166103,167.7668219
JQE6166104,219.8484186
JQE6166105,228.7043695
JQE6166106,460.8270925
JQE6166107,246.0648974
JQE6166108,126.9325645
JQE6166110,223.7198824
JQE6166111,295.2993382
JQE6166112,91.51541189
JQE6166113,170.3269981
JQE6166115,562.3110777
JQE6166116,300.5598757
JQE6166117,359.0250674
JQE6166118,364.0008187
JQE6166119,298.6335202
JQE6166120,297.5022726
JQE6166121,305.8075588
JQE6166122,602.2320089
JQE6166123,46.67963552
JQE6166124,344.1676304
JQE6166125,181.1363814
JQE6166126,234.2549575
JQE6166127,341.6649575
JQE6166128,682.358689
JQE6166129,354.6889389
JQE6166130,155.9065411
JQE6166131,201.8339722
JQE6166132,298.6105122
JQE6166133,541.8821723
JQE6166134,394.8467313
JQE6166135,481.4704586
JQE6166136,
JQE6166137,479.9720406
JQE6166138,559.6914667
JQE6166139,952.9095392
JQE6166140,152.0212004
JQE6166141,7.766063744
JQE6157029,
JQE6166109,108.0753413
JQE6166114,429.6958367
JQE6167001,
JQE6167002,281.0502397
JQE6167003,
JQE6167004,253.0580092
JQE6167005,
JQE6167006,
JQE6167007,608.5388693
JQE6167008,574.5607137
JQE6167009,126.8790435
JQE6167010,664.3002422
JQE6167011,528.9567743
JQE6167012,253.3135883
JQE6167013,390.1853408
JQE6167014,197.5260238
JQE6167015,219.4742632
JQE6167016,257.4138031
JQE6167017,82.73010718
JQE6167018,157.5715128
JQE6167019,150.4599105
JQE6167020,624.168121
JQE6167021,556.3557967
JQE6167022,429.2443552
JQE6167023,264.2312765
JQE6167024,385.935446
JQE6167025,964.7644413
JQE6167026,66.51457405
JQE6167027,
JQE6167028,56.27823498
JQE6167029,298.5731555
JQE6167030,10.72172081
JQE6167031,162.9037599
JQE6167032,
JQE6167033,516.4027612
JQE6167034,285.290142
JQE6167035,254.2906111
JQE6167036,224.2708041
JQE6167037,172.1833006
JQE6167038,183.3386706
JQE6167039,201.6132271
JQE6167040,143.5374609
JQE6167041,547.2206777
JQE6167042,445.1903006
JQE6167043,103.0781942
JQE6167044,
JQE6167045,
JQE6167046,79.80431624
JQE6167047,293.3290385
JQE6167048,9.819725685
JQE6167049,186.0020727
JQE6167050,728.7170926
JQE6167051,546.0119231
JQE6167052,469.6743838
JQE6167053,199.6529421
JQE6167054,366.7945515
JQE6167055,270.6764189
JQE6167056,366.8965983
JQE6167057,568.7277581
JQE6167058,352.7952869
JQE6167059,330.5263417
JQE6167060,391.4385313
JQE6167062,178.2646578
JQE6167063,
JQE6167064,127.1622454
JQE6167065,321.4694137
JQE6167066,760.8710961
JQE6167067,1828.587139
JQE6167068,226.0554942
JQE6167069,346.2836735
JQE6167070,81.6362671
JQE6167071,386.2128867
JQE6167072,105.5298344
JQE6167073,235.4259653
JQE6167074,135.2427803
JQE6167075,2405.910497
JQE6167076,254.4551845
JQE6167077,199.5393139
JQE6167078,345.9541036
JQE6167079,98.63954878
JQE6167080,
JQE6167081,869.3317982
JQE6167082,283.3421114
JQE6167083,
JQE6167084,307.9981464
JQE6167085,211.7159647
JQE6167086,206.6767051
JQE6167087,231.5428619
JQE6167088,253.8022174
JQE6167089,615.6480101
JQE6167090,603.364237
JQE6167091,847.2632794
